159.0 270.0 157.0 268.0
157.0 268.0 157.0 264.0
157.0 264.0 156.0 257.0
156.0 257.0 154.0 248.0
154.0 248.0 153.0 238.0
153.0 238.0 153.0 229.0
153.0 229.0 153.0 221.0
153.0 221.0 153.0 214.0
153.0 214.0 153.0 206.0
153.0 206.0 153.0 200.0
153.0 200.0 152.0 193.0
152.0 193.0 152.0 187.0
152.0 187.0 152.0 181.0
152.0 181.0 152.0 176.0
152.0 176.0 152.0 171.0
152.0 171.0 152.0 164.0
152.0 164.0 152.0 158.0
152.0 158.0 152.0 154.0
152.0 154.0 152.0 150.0
152.0 150.0 152.0 146.0
152.0 146.0 152.0 143.0
152.0 143.0 152.0 140.0
152.0 140.0 152.0 138.0
152.0 138.0 151.0 137.0
161.0 268.0 162.0 268.0
162.0 268.0 164.0 268.0
164.0 268.0 165.0 268.0
165.0 268.0 167.0 268.0
167.0 268.0 168.0 267.0
168.0 267.0 170.0 267.0
170.0 267.0 172.0 266.0
172.0 266.0 176.0 264.0
176.0 264.0 178.0 263.0
178.0 263.0 181.0 262.0
181.0 262.0 183.0 261.0
183.0 261.0 185.0 260.0
185.0 260.0 186.0 260.0
186.0 260.0 186.0 258.0
186.0 258.0 187.0 258.0
187.0 258.0 187.0 256.0
187.0 256.0 187.0 255.0
187.0 255.0 187.0 254.0
187.0 254.0 187.0 252.0
187.0 252.0 187.0 250.0
187.0 250.0 187.0 248.0
187.0 248.0 187.0 246.0
187.0 246.0 187.0 245.0
187.0 245.0 187.0 244.0
187.0 244.0 187.0 243.0
187.0 243.0 187.0 241.0
187.0 241.0 187.0 240.0
187.0 240.0 187.0 238.0
187.0 238.0 186.0 236.0
186.0 236.0 185.0 234.0
185.0 234.0 184.0 232.0
184.0 232.0 182.0 230.0
182.0 230.0 179.0 226.0
179.0 226.0 176.0 223.0
176.0 223.0 173.0 220.0
173.0 220.0 171.0 217.0
171.0 217.0 169.0 214.0
169.0 214.0 168.0 214.0
168.0 214.0 168.0 213.0
168.0 213.0 166.0 212.0
166.0 212.0 165.0 211.0
165.0 211.0 163.0 211.0
163.0 211.0 162.0 210.0
162.0 210.0 160.0 209.0
160.0 209.0 159.0 208.0
159.0 208.0 157.0 207.0
157.0 207.0 157.0 206.0
157.0 206.0 156.0 206.0
156.0 206.0 156.0 205.0
156.0 205.0 157.0 204.0
157.0 204.0 158.0 204.0
158.0 204.0 159.0 202.0
159.0 202.0 159.0 200.0
159.0 200.0 162.0 197.0
162.0 197.0 164.0 195.0
164.0 195.0 165.0 193.0
165.0 193.0 167.0 191.0
167.0 191.0 168.0 190.0
168.0 190.0 169.0 189.0
169.0 189.0 170.0 187.0
170.0 187.0 171.0 186.0
171.0 186.0 172.0 184.0
172.0 184.0 174.0 182.0
174.0 182.0 174.0 179.0
174.0 179.0 174.0 178.0
174.0 178.0 176.0 176.0
176.0 176.0 177.0 174.0
177.0 174.0 178.0 172.0
178.0 172.0 178.0 169.0
178.0 169.0 180.0 167.0
180.0 167.0 180.0 166.0
180.0 166.0 180.0 164.0
180.0 164.0 180.0 163.0
180.0 163.0 180.0 162.0
180.0 162.0 180.0 161.0
180.0 161.0 180.0 160.0
180.0 160.0 180.0 159.0
180.0 159.0 180.0 158.0
180.0 158.0 180.0 157.0
180.0 157.0 180.0 156.0
180.0 156.0 179.0 156.0
179.0 156.0 179.0 154.0
179.0 154.0 179.0 153.0
179.0 153.0 177.0 153.0
177.0 153.0 177.0 152.0
177.0 152.0 176.0 151.0
176.0 151.0 176.0 149.0
176.0 149.0 175.0 149.0
175.0 149.0 175.0 148.0
175.0 148.0 175.0 147.0
175.0 147.0 174.0 147.0
174.0 147.0 174.0 145.0
174.0 145.0 174.0 144.0
174.0 144.0 173.0 144.0
173.0 144.0 173.0 143.0
173.0 143.0 172.0 143.0
172.0 143.0 172.0 142.0
172.0 142.0 171.0 142.0
171.0 142.0 171.0 140.0
171.0 140.0 170.0 140.0
170.0 140.0 170.0 139.0
170.0 139.0 169.0 139.0
169.0 139.0 168.0 139.0
168.0 139.0 168.0 138.0
168.0 138.0 167.0 138.0
167.0 138.0 166.0 138.0
166.0 138.0 165.0 138.0
165.0 138.0 165.0 136.0
165.0 136.0 163.0 136.0
163.0 136.0 162.0 136.0
162.0 136.0 161.0 136.0
161.0 136.0 160.0 136.0
160.0 136.0 159.0 136.0
159.0 136.0 158.0 136.0
158.0 136.0 157.0 136.0
157.0 136.0 156.0 136.0
