171.0 79.0 171.0 81.0
171.0 81.0 172.0 83.0
172.0 83.0 174.0 88.0
174.0 88.0 177.0 96.0
177.0 96.0 181.0 103.0
181.0 103.0 185.0 111.0
185.0 111.0 190.0 121.0
190.0 121.0 194.0 129.0
194.0 129.0 197.0 136.0
197.0 136.0 199.0 142.0
199.0 142.0 202.0 149.0
202.0 149.0 205.0 155.0
205.0 155.0 209.0 162.0
209.0 162.0 211.0 166.0
211.0 166.0 214.0 170.0
214.0 170.0 215.0 174.0
215.0 174.0 216.0 175.0
216.0 175.0 216.0 176.0
216.0 176.0 218.0 175.0
218.0 175.0 224.0 167.0
224.0 167.0 231.0 156.0
231.0 156.0 241.0 144.0
241.0 144.0 249.0 133.0
249.0 133.0 256.0 124.0
256.0 124.0 261.0 115.0
261.0 115.0 266.0 105.0
266.0 105.0 268.0 98.0
268.0 98.0 270.0 89.0
270.0 89.0 271.0 82.0
271.0 82.0 273.0 76.0
273.0 76.0 274.0 73.0
274.0 73.0 274.0 72.0
195.0 123.0 199.0 123.0
199.0 123.0 205.0 123.0
205.0 123.0 211.0 123.0
211.0 123.0 215.0 123.0
215.0 123.0 217.0 123.0
217.0 123.0 222.0 123.0
222.0 123.0 225.0 123.0
225.0 123.0 230.0 122.0
230.0 122.0 232.0 122.0
232.0 122.0 233.0 122.0
233.0 122.0 234.0 122.0
234.0 122.0 235.0 122.0
235.0 122.0 237.0 122.0
237.0 122.0 240.0 122.0
240.0 122.0 241.0 122.0
241.0 122.0 242.0 122.0
242.0 122.0 243.0 122.0
243.0 122.0 244.0 122.0
244.0 122.0 245.0 122.0
245.0 122.0 246.0 122.0
246.0 122.0 248.0 122.0
248.0 122.0 251.0 122.0
251.0 122.0 255.0 121.0
255.0 121.0 258.0 121.0
