158.0 257.0 158.0 251.0
158.0 251.0 158.0 242.0
158.0 242.0 158.0 228.0
158.0 228.0 159.0 216.0
159.0 216.0 161.0 203.0
161.0 203.0 163.0 191.0
163.0 191.0 166.0 178.0
166.0 178.0 168.0 168.0
168.0 168.0 169.0 158.0
169.0 158.0 170.0 150.0
170.0 150.0 170.0 143.0
170.0 143.0 170.0 137.0
170.0 137.0 170.0 131.0
170.0 131.0 170.0 125.0
170.0 125.0 170.0 120.0
170.0 120.0 170.0 116.0
170.0 116.0 170.0 113.0
170.0 113.0 170.0 110.0
170.0 110.0 170.0 108.0
170.0 108.0 170.0 107.0
170.0 107.0 169.0 106.0
169.0 106.0 169.0 105.0
169.0 105.0 169.0 104.0
169.0 104.0 169.0 103.0
162.0 255.0 165.0 253.0
165.0 253.0 171.0 251.0
171.0 251.0 176.0 249.0
176.0 249.0 180.0 247.0
180.0 247.0 184.0 244.0
184.0 244.0 188.0 242.0
188.0 242.0 193.0 238.0
193.0 238.0 196.0 235.0
196.0 235.0 200.0 232.0
200.0 232.0 203.0 230.0
203.0 230.0 204.0 229.0
204.0 229.0 205.0 228.0
205.0 228.0 206.0 226.0
206.0 226.0 207.0 224.0
207.0 224.0 208.0 222.0
208.0 222.0 209.0 220.0
209.0 220.0 209.0 218.0
209.0 218.0 209.0 217.0
209.0 217.0 209.0 216.0
209.0 216.0 209.0 215.0
209.0 215.0 209.0 213.0
209.0 213.0 209.0 209.0
209.0 209.0 207.0 205.0
207.0 205.0 204.0 201.0
204.0 201.0 201.0 197.0
201.0 197.0 200.0 195.0
200.0 195.0 199.0 193.0
199.0 193.0 198.0 191.0
198.0 191.0 197.0 191.0
197.0 191.0 197.0 190.0
197.0 190.0 196.0 189.0
196.0 189.0 194.0 189.0
194.0 189.0 193.0 188.0
193.0 188.0 191.0 186.0
191.0 186.0 189.0 185.0
189.0 185.0 188.0 184.0
188.0 184.0 186.0 183.0
186.0 183.0 185.0 183.0
185.0 183.0 185.0 181.0
185.0 181.0 183.0 180.0
183.0 180.0 182.0 180.0
182.0 180.0 182.0 178.0
182.0 178.0 181.0 178.0
181.0 178.0 180.0 178.0
180.0 178.0 180.0 176.0
180.0 176.0 179.0 176.0
179.0 176.0 178.0 176.0
178.0 176.0 178.0 175.0
178.0 175.0 176.0 175.0
176.0 175.0 175.0 175.0
175.0 175.0 174.0 174.0
174.0 174.0 174.0 173.0
174.0 173.0 171.0 173.0
171.0 173.0 170.0 172.0
170.0 172.0 169.0 172.0
169.0 172.0 169.0 171.0
169.0 171.0 170.0 171.0
170.0 171.0 173.0 171.0
173.0 171.0 176.0 171.0
176.0 171.0 179.0 171.0
179.0 171.0 181.0 171.0
181.0 171.0 183.0 171.0
183.0 171.0 187.0 169.0
187.0 169.0 192.0 167.0
192.0 167.0 197.0 165.0
197.0 165.0 202.0 163.0
202.0 163.0 205.0 162.0
205.0 162.0 208.0 162.0
208.0 162.0 211.0 160.0
211.0 160.0 212.0 158.0
212.0 158.0 214.0 157.0
214.0 157.0 216.0 155.0
216.0 155.0 217.0 155.0
217.0 155.0 217.0 154.0
217.0 154.0 217.0 153.0
217.0 153.0 219.0 151.0
219.0 151.0 220.0 148.0
220.0 148.0 221.0 146.0
221.0 146.0 222.0 144.0
222.0 144.0 223.0 144.0
223.0 144.0 223.0 142.0
223.0 142.0 224.0 141.0
224.0 141.0 225.0 138.0
225.0 138.0 225.0 137.0
225.0 137.0 227.0 137.0
227.0 137.0 227.0 135.0
227.0 135.0 227.0 134.0
227.0 134.0 227.0 133.0
227.0 133.0 226.0 132.0
226.0 132.0 225.0 131.0
225.0 131.0 224.0 130.0
224.0 130.0 223.0 129.0
223.0 129.0 221.0 128.0
221.0 128.0 220.0 126.0
220.0 126.0 217.0 124.0
217.0 124.0 215.0 122.0
215.0 122.0 213.0 121.0
213.0 121.0 210.0 119.0
210.0 119.0 209.0 118.0
209.0 118.0 207.0 117.0
207.0 117.0 205.0 116.0
205.0 116.0 203.0 115.0
203.0 115.0 202.0 115.0
202.0 115.0 198.0 113.0
198.0 113.0 196.0 113.0
196.0 113.0 194.0 113.0
194.0 113.0 192.0 113.0
192.0 113.0 191.0 112.0
191.0 112.0 188.0 111.0
188.0 111.0 187.0 110.0
187.0 110.0 186.0 110.0
186.0 110.0 184.0 109.0
184.0 109.0 183.0 109.0
183.0 109.0 179.0 109.0
179.0 109.0 179.0 108.0
179.0 108.0 177.0 108.0
177.0 108.0 176.0 108.0
176.0 108.0 176.0 107.0
176.0 107.0 175.0 107.0
175.0 107.0 174.0 107.0
174.0 107.0 174.0 106.0
174.0 106.0 173.0 106.0
173.0 106.0 172.0 106.0
172.0 106.0 172.0 105.0
172.0 105.0 171.0 105.0
