146.0 77.0 152.0 83.0
152.0 83.0 161.0 89.0
161.0 89.0 171.0 96.0
171.0 96.0 180.0 106.0
180.0 106.0 193.0 118.0
193.0 118.0 204.0 129.0
204.0 129.0 214.0 139.0
214.0 139.0 224.0 146.0
224.0 146.0 231.0 152.0
231.0 152.0 238.0 158.0
238.0 158.0 242.0 161.0
242.0 161.0 247.0 165.0
247.0 165.0 248.0 165.0
248.0 165.0 249.0 165.0
249.0 165.0 253.0 163.0
253.0 163.0 257.0 161.0
257.0 161.0 263.0 158.0
263.0 158.0 270.0 153.0
270.0 153.0 276.0 147.0
276.0 147.0 285.0 141.0
285.0 141.0 293.0 135.0
293.0 135.0 304.0 127.0
304.0 127.0 312.0 122.0
312.0 122.0 319.0 116.0
319.0 116.0 324.0 112.0
324.0 112.0 328.0 108.0
328.0 108.0 332.0 103.0
332.0 103.0 336.0 100.0
336.0 100.0 337.0 100.0
337.0 100.0 338.0 99.0
338.0 99.0 338.0 97.0
338.0 97.0 339.0 97.0
339.0 97.0 339.0 96.0
339.0 96.0 341.0 95.0
341.0 95.0 343.0 95.0
343.0 95.0 344.0 94.0
199.0 121.0 202.0 121.0
202.0 121.0 208.0 121.0
208.0 121.0 215.0 121.0
215.0 121.0 224.0 122.0
224.0 122.0 231.0 123.0
231.0 123.0 237.0 124.0
237.0 124.0 241.0 125.0
241.0 125.0 247.0 125.0
247.0 125.0 251.0 125.0
251.0 125.0 255.0 125.0
255.0 125.0 261.0 125.0
261.0 125.0 266.0 125.0
266.0 125.0 270.0 125.0
270.0 125.0 272.0 125.0
272.0 125.0 275.0 125.0
275.0 125.0 277.0 125.0
277.0 125.0 282.0 125.0
282.0 125.0 286.0 125.0
286.0 125.0 288.0 125.0
288.0 125.0 289.0 125.0
289.0 125.0 290.0 125.0
290.0 125.0 291.0 125.0
291.0 125.0 292.0 125.0
292.0 125.0 293.0 125.0
293.0 125.0 294.0 125.0
294.0 125.0 295.0 125.0
295.0 125.0 296.0 125.0
296.0 125.0 297.0 125.0
297.0 125.0 298.0 125.0
298.0 125.0 299.0 125.0
299.0 125.0 300.0 125.0
300.0 125.0 301.0 125.0
301.0 125.0 302.0 125.0
302.0 125.0 303.0 125.0
