188.0 82.0 191.0 90.0
191.0 90.0 194.0 103.0
194.0 103.0 197.0 121.0
197.0 121.0 200.0 139.0
200.0 139.0 203.0 157.0
203.0 157.0 206.0 171.0
206.0 171.0 210.0 182.0
210.0 182.0 211.0 191.0
211.0 191.0 212.0 199.0
212.0 199.0 214.0 208.0
214.0 208.0 215.0 212.0
215.0 212.0 215.0 214.0
215.0 214.0 215.0 215.0
215.0 215.0 215.0 217.0
215.0 217.0 216.0 220.0
216.0 220.0 216.0 222.0
216.0 222.0 216.0 223.0
216.0 223.0 217.0 223.0
217.0 223.0 217.0 222.0
217.0 222.0 219.0 220.0
219.0 220.0 220.0 217.0
220.0 217.0 222.0 213.0
222.0 213.0 225.0 207.0
225.0 207.0 230.0 197.0
230.0 197.0 235.0 188.0
235.0 188.0 239.0 179.0
239.0 179.0 242.0 171.0
242.0 171.0 246.0 164.0
246.0 164.0 249.0 156.0
249.0 156.0 252.0 146.0
252.0 146.0 256.0 138.0
256.0 138.0 258.0 130.0
258.0 130.0 259.0 124.0
259.0 124.0 260.0 119.0
260.0 119.0 260.0 113.0
260.0 113.0 260.0 107.0
260.0 107.0 260.0 99.0
260.0 99.0 260.0 92.0
260.0 92.0 260.0 85.0
260.0 85.0 260.0 78.0
260.0 78.0 262.0 73.0
262.0 73.0 262.0 70.0
262.0 70.0 262.0 69.0
262.0 69.0 263.0 69.0
202.0 141.0 206.0 141.0
206.0 141.0 210.0 141.0
210.0 141.0 215.0 143.0
215.0 143.0 221.0 144.0
221.0 144.0 227.0 145.0
227.0 145.0 234.0 146.0
234.0 146.0 240.0 148.0
240.0 148.0 246.0 148.0
246.0 148.0 249.0 150.0
249.0 150.0 251.0 150.0
251.0 150.0 252.0 150.0
